id;q007;tag1;tag2;tag3
59786;Melhoria na intuitividade para facilidade na navegação do App;sugestao;atendimento;aplicativo
59707;Que não usa o aplicativo não sabe ok está perdendo e um ótimo atendimento;sugestao;atendimento;aplicativo
59705;"AMPLIAR O HORÁRIO DE ATENDIMENTO PARA 17;00 HS. NO SAC CENTRO DE VIT. DA CONQUISTA";sugestao;atendimento;satisfacao
59697;demora o documento;reclamacao;atendimento;agilidade
59692;DEMORA PARA ATENDIMENTO DE UMA CHEFIA DE SETOR;reclamacao;atendimento;agilidade
59692;ORGANIZAR MELHOR A AGLOMERAÇÃO QUE FICA NA ENTRADA DO SAC;sugestao;atendimento;organizacao
59666;Melhorar na entrega dos documentos principalmente no RJ que prioridade em tudo ;sugestao;atendimento;satisfacao
59613;FAVOR COLOCAR UM BEBEDOURO POTAVEL;sugestao;infraestrutura;bebedouro
59609;Por conta da pandemia, os horários dos agendamentos poderiam ser observados. Percebi que, no caso da CNH, havia um gargalo para as fotos que deixou o serviço demorado. Creio que é uma questão relacionada com o número de colaborados e equipamentos disponíveis.;reclamacao;agendamento;agilidade
59579;O ambiente estava bem limpo e organizado e os funcionários que me atenderam foram educados e eficientes.;elogio;infraestrutura;limpeza
59574;Os atendentes as vezes parece ser despreparado;reclamacao;atendimento;cordialidade
59574;Alinhar os atendentes com as informações do APP;sugestao;atendimento;aplicativo
59535;Que fique esse agendamento pra sempre pq assim não tem demora nem aquelas fila e demora pra atender!!!;sugestao;agendamento;agilidade
59529;Atendentes pouco simpáticas na recepção ;reclamacao;atendimento;cordialidade
59487;Demora muito pra começar as aulas ;reclamacao;atendimento;agilidade
59486;Bem limpo.;elogio;infraestrutura;limpeza
59436;Demora muito para você ser atendido, certos serviços demoram muito para ser marcados;reclamacao;atendimento;agilidade
59380;Mandar mensagem para whatsapp;sugestao;atendimento;aplicativo
59379;Rapidez na entrega dos documentos ;sugestao;atendimento;agilidade
59323;Ótimo estrutura e ambiente muito confortável;elogio;infraestrutura;conforto
59307;Assento para esperar de acompanhante. ;sugestao;infraestrutura;conforto
59285;Diminuir a tempo de espera por telefone;sugestao;atendimento;agilidade
59280;Gostei muito dos atendentes, sua gentileza e agilidade.;elogio;atendimento;agilidade
59276;Parabéns pela limpeza.;elogio;infraestrutura;limpeza
59263;Bom atendimento,foi rapido  espaço para espera boa.;elogio;atendimento;agilidade
59166;O pessoal do atendimento da sala ainda estão demorando muito para chamar a senha;reclamacao;atendimento;agilidade
59096;Mais serviços no App saco digital ;sugestao;atendimento;aplicativo
59079;Trocar os assentos do posto de atendimento, Cadeiras muito desgastadas;sugestao;infraestrutura;conforto
58999;A atendente do detran malumorada ;reclamacao;atendimento;cordialidade
58998;O espaço e muito  limpo e climatizado muito bom parabéns ;elogio;infraestrutura;limpeza
58998;Funcionários fazem pouco caso das pessoas e ficam conversando entre si isso demora o atendimento ;reclamacao;atendimento;agilidade
58940;As identidades realizadas no posto de atendimento demora muito a chegar e as vezes não chega. O posto foi criado para ajudar, mas com a demora na entrega do que foi feito acaba prejudicando;reclamacao;atendimento;agilidade
58923;Demora para agendar no aplicativo;reclamacao;agendamento;aplicativo
58887;Fiz o agendamento e o meu nome não estava na lista, porém o problema foi sanado pelas atendentes .;reclamacao;atendimento;cordialidade
58830;Acho um absurdo uma estrutura dessa não tirar xerox;reclamacao;infraestrutura;satisfacao
58806;Liguei para um fornecedor de placas e foi muito mal educado, grosso;reclamacao;atendimento;cordialidade
58785;Colocar um bebedouro ;sugestao;infraestrutura;bebedouro
58785;Colocar um bebedouro ;sugestao;infraestrutura;bebedouro
58707;Deve ter bebedouros na sala de espera;sugestao;infraestrutura;bebedouro
58689;Atendente não atende bem!;reclamacao;atendimento;cordialidade
58681;A pontualidade no atendimento é muito boa;elogio;atendimento;pontualidade
58653;Pontualidade e rapidez;elogio;atendimento;pontualidade
58650;Agilidade do agendamento até a execução do serviço ;elogio;atendimento;agilidade
58634;Excelente atendimento ao Cidadão, bem como posto com infraestrutura e localização excelente e moderna.;elogio;infraestrutura;satisfacao
58608;Recepção desorganizada e falta de informação;reclamacao;atendimento;organizacao
58607;Melhora no App ;sugestao;atendimento;aplicativo
58573;Demora para liberar minha certidão de nascimento e o site para agendar não carece de informações.;reclamacao;agendamento;agilidade
58572;Pelo Serviço que busquei, os valores das taxas são caros.;reclamacao;atendimento;taxas cobradas
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58571;Agilidade no atendimento.;elogio;atendimento;agilidade
58547;Tive que me deslocar até outra agência do BB pois a agência interna do SAC tem limites para pagamento das taxas de registro;reclamacao;atendimento;taxas cobradas
58530;Parabéns pelos ótimos funcionários que me átenderam. Com muita clareza e pontualidade.;elogio;atendimento;pontualidade
58507;Excelente atendimento e praticidade do aplicativo. Parabéns SAC !;elogio;atendimento;praticidade
58500;Seria melhor melhorar esse agendamento pelo  app, pq tem várias pessoas que não tem o acesso à internet ;sugestao;atendimento;aplicativo
58479;As atendentes do SSP queriam mim obrigar a tirar novas fotos, sendo q as minhas estavam em perfeito estado para o devido documento, o qual fui tirar ;reclamacao;atendimento;cordialidade
58452;A atendente muito mal humorada e arrogante do setor de habilitação, péssima profissional , deveria atender as pessoas com humanidade, muito arrogante mau preparada para está lhe dando com pessoas!;reclamacao;atendimento;cordialidade
58414;Infraestrutura Boa ;elogio;infraestrutura;satisfacao
58400;Otimizar o site pra agilizar atendimento, disponibilizar mais senhas pois alguns apenas buscam pesquisa enquanto outros já tem a vaga pretendida (separar por senha/tipo de Atendimento se necessário) e manter a ferramenta whatsapp pra evitar o deslocamento até a unidade quando o usuário não ter condições de transporte. Excelente equipe, parabéns!!;sugestao;atendimento;aplicativo
58368;Demora de achar vaga no posto de atendimento mais próximo ;reclamacao;atendimento;agilidade
58352;Muito satisfeita com o atendimento Detran Sac Itabuna. A cordialidade com o cidadão ímpar. ;elogio;atendimento;cordialidade
58314;Demora da identidade chegar fui 2 vezes lá e não tinha chegado ;reclamacao;atendimento;agilidade
58189;Criar telefone para contato exemplo zap alem do aplicativo ;sugestao;atendimento;aplicativo
58136;aceitar cartao de credito para pagamento de taxas;sugestao;atendimento;taxas cobradas
58135;Melhorar a plataforma digital pois para conseguir agendamento para retirar o documento demorou muitos dias pois sempre dava a informaçã ode SERVIÇO TEMPORARIAMENTE INDISPONÍVEL, mais de 15 dias tentando.;sugestao;agendamento;agilidade
58119;Atendente que fica logo na entrada do SAC super grossa, mal educada,  ela já e uma pessoa de idade, mais não adianta muito a reclamação porque vocês não fazem nada, a funcionaria e do SAC do bela vista nária;reclamacao;atendimento;cordialidade
58090;Melhor mais Só no agendamento que demora um pouco pra agendar;sugestao;agendamento;agilidade
58033;A maior parte dos funcionários atendem com mal humor e trata as pessoas mal, ficando dificil a comunicação entre o atende e a pessoa atendida.  ;reclamacao;atendimento;cordialidade
58033;Treinamento dos atendentes para melhorar a forma de atendimento deles. ;sugestao;atendimento;cordialidade
57997;parabéns   pela infraestrutura.;elogio;infraestrutura;satisfacao
57972;Demora no atendimento.  Aguardei quase 2 horas pra tirar foto para habilitação.;reclamacao;atendimento;agilidade
57946;A DEMORA QUE O DETRAN LEVA PARA IMPREMIR A CNH ;reclamacao;atendimento;agilidade
57936;O atendente mau humorado;reclamacao;atendimento;cordialidade
57892;muito  rapido atendimento;elogio;atendimento;agilidade
57890;Colocar mais funcionários para o atendimento ser mais rapido;sugestao;atendimento;agilidade
57854;PRATICIDADE E RAPIDEZ NO ATENDIMENTO;elogio;atendimento;praticidade
57806;Na chegada ao Posto SAC a maneira como a populaçao que busca o serviço foi feita de forma grosseira, rispida, pouco educada ;reclamacao;atendimento;cordialidade
57797;Ótimo atendimento, e rapido.;elogio;atendimento;agilidade
57779;Impecável! Superou todas as expectativas. Lembro que há 6 anos já vivi inúmeras filas e com senhas contadas, que demoravam uma eternidade para o atendimento - era péssimo! Hoje percebo uma organização que assegura maior agilidade e eficiência aos usuários do serviço, promovendo um ambiente com satisfação garantida. ;elogio;atendimento;agilidade
57748;As taxas cobradas pelo serviços são muito altas ainda;reclamacao;atendimento;taxas cobradas
57748;Revejam valores das taxas cobradas pelos serviços prestados;sugestao;atendimento;taxas cobradas
57709;SATISFEITO COM O ATENDIMENTO;elogio;atendimento;satisfacao
57709;Satisfeito com o atendimento;elogio;atendimento;satisfacao
57709;Satisfeito com o atendimento;elogio;atendimento;satisfacao
57709;Satisfeito com o atendimento;elogio;atendimento;satisfacao
57707;O ambiente muito limpo organizado o site muito fácil de se usar;elogio;infraestrutura;limpeza
57707;As atendente poderia informar melhor as pessoas ;reclamacao;atendimento;cordialidade
57615;Reciclagem sobre Treinamento de relações pessoa e atendimento ao cliente;sugestao;atendimento;cordialidade
57594;App mais prático ;sugestao;atendimento;aplicativo
57589;Ajudar a fazer o app no celular ;sugestao;atendimento;aplicativo
57542;Demora um pouco pra ser atendido ;reclamacao;atendimento;agilidade
57490;estam de parabéns na limpesa e climatizaçao;elogio;infraestrutura;limpeza
57487;Ótimo espaço higiênico e climatizado ;elogio;infraestrutura;climatizacao
57487;Funcionários melhorar o atendimento com informações mais claras e agendamentos onlines ser mais fácil ;sugestao;atendimento;satisfacao
57486;Na recepção fui informado que meu atendimento seria no próprio Detran, e não no SAC, que eu teria que ir pegar minha CNH no Detran e que eu teria que fazer um novo agendamento, eu inconformado e muito chateado, sem pagar uma nova senha, pois o atendente disse não ser possível emitir uma nova senha, fui até o posto do Detran e me atenderem informando-me que meu atendimento seria ali mesmo, e que meu documento já estava ali é me entregou, ai reclamar do atendimento com o próprio que me atendeu na recepção, ele foi muito grosseiro e falando alto, tanto que tive que pedir para ele baixar o tom de voz, foi quando a sua colega de recepção veio em sua defesa, essa falando enquanto eu falava, tive que pedi-la para me deixar falar e depois ela falaria, quando eu percebi que ela o estava defendendo, saí e fui embora. Por isso a minha insatisfação.;reclamacao;atendimento;cordialidade
57469;Lugar arejado, limpo, confortável ;elogio;infraestrutura;conforto
57464;Ótimo atendimento e agilidade na resolução de problemas, a equipe está de parabéns.;elogio;atendimento;agilidade
57450;Não gostei da postura da atendente da recepção,na  hora de fazer a identidade,perguntei uma coisa e fui tratada com ignorância pq não ouvi direito ;reclamacao;atendimento;cordialidade
57432;Ventilação;sugestao;infraestrutura;climatizacao
57376;ótimo atendimento, tudo limpo. ;elogio;infraestrutura;limpeza
57354;Só a limpeza q está d parabéns ;elogio;infraestrutura;limpeza
57341;O SAC do comercio está com o elevador interditado e a escadaria é muito grande para subida de idosos;reclamacao;infraestrutura;conforto
57337;atendimento agil e com muita cortesia;elogio;atendimento;agilidade
57317;parabéns pela infraestrutura, funcionários atenciosos e dispostos a ajudar;elogio;infraestrutura;satisfacao
57295;Praticidade no atendimento ;elogio;atendimento;praticidade
57295;Praticidade no atendimento ;elogio;atendimento;praticidade
57245;Rapidez e agilidade no atendimento;elogio;atendimento;agilidade
57180;Sugiro ampliar a oferta de serviços ofertados.;sugestao;atendimento;satisfacao
57172;Sem fila, pontualidade respeitada, sala vazia conforme protocolo.;elogio;atendimento;pontualidade
57112;Recepção, os atendentes  são muito grosseiros  com as pessoas;reclamacao;atendimento;cordialidade
57095;O número demora muito pra atender ou não atende;reclamacao;atendimento;agilidade
57078;ampliar os serviços para toda cidade da Bahia;sugestao;atendimento;satisfacao
57020;Ampliar horário de atendimento para que as pessoas que vierem de outas cidades possam ter mais tempo para resolver suas demandas. ;sugestao;atendimento;satisfacao
